,a,b,c,d,f,g,l,m,p,portfolioreturn,portfoliostandarddeviation,s,w,returnoverrisk
935,0.042,0.03,0.0125,0.0215,0.0335,0.0405,0.0315,0.043,0.02,0.0221087612488,0.00211244598801,0.0185,0.014,10.4659533897
936,0.031,0.0105,0.0125,0.0365,0.0305,0.037,0.0395,0.022,0.0475,0.0174618575179,0.00275440603279,0.0315,0.029,6.33960908814
937,0.021,0.0465,0.011,0.0415,0.0265,0.0255,0.0385,0.0335,0.047,0.0247519730255,0.00253648591578,0.011,0.027,9.75837195528
938,0.0335,0.0115,0.0135,0.0385,0.01,0.039,0.022,0.0495,0.029,0.0315666464698,0.00278017270461,0.0425,0.0485,11.354203434
939,0.021,0.0295,0.018,0.0325,0.013,0.025,0.03,0.038,0.01,0.0454812472627,0.00239156381574,0.027,0.047,19.0173671985
940,0.046,0.0285,0.022,0.0385,0.0365,0.0485,0.015,0.033,0.015,0.0391936906893,0.00220759911716,0.03,0.026,17.7539891118
941,0.0465,0.0115,0.018,0.032,0.0345,0.01,0.027,0.048,0.042,0.0154620576576,0.00245709401582,0.02,0.0325,6.29282296811
942,0.044,0.034,0.0125,0.0205,0.0125,0.022,0.031,0.0125,0.0305,0.0400232813041,0.00228332165523,0.021,0.0315,17.5285340164
943,0.042,0.044,0.0295,0.012,0.0445,0.0155,0.0245,0.0465,0.0305,0.0316612641132,0.00268981587525,0.0365,0.03,11.7707923448
944,0.012,0.017,0.033,0.04,0.032,0.015,0.014,0.0245,0.044,0.0213239767433,0.00245576930726,0.033,0.0365,8.68321657099
945,0.017,0.0135,0.034,0.0355,0.0375,0.0305,0.029,0.0255,0.017,0.0214649675414,0.00189888771879,0.02,0.018,11.3039688071
946,0.0305,0.0425,0.0195,0.0455,0.047,0.043,0.047,0.038,0.044,0.0173300051392,0.00291882135103,0.0295,0.013,5.93732985169
947,0.0415,0.037,0.043,0.01,0.0185,0.011,0.045,0.047,0.0185,0.0288250589884,0.00235722846279,0.015,0.0175,12.2283687998
948,0.015,0.0295,0.0175,0.042,0.0445,0.019,0.0205,0.021,0.011,0.0370387095112,0.00175117498577,0.0115,0.032,21.1507758003
949,0.0495,0.0205,0.038,0.044,0.0495,0.043,0.0175,0.0265,0.034,0.036612865146,0.00273109653304,0.0385,0.0305,13.4059212859
950,0.046,0.0115,0.0325,0.044,0.047,0.0395,0.043,0.0165,0.0185,0.0461606258085,0.00300911901891,0.0465,0.04,15.3402459386
951,0.0415,0.0195,0.0335,0.049,0.045,0.044,0.018,0.0375,0.019,0.0367047270402,0.00232314743017,0.027,0.03,15.7995685352
952,0.0245,0.0305,0.0185,0.0355,0.0175,0.034,0.0195,0.0485,0.0485,0.0285638664736,0.00258845356214,0.014,0.0425,11.0351087195
953,0.032,0.023,0.031,0.0265,0.0245,0.014,0.0245,0.0275,0.042,0.0255693322428,0.002691812963,0.039,0.034,9.49892603769
954,0.047,0.0195,0.0335,0.024,0.026,0.0435,0.019,0.0385,0.0175,0.0241493612385,0.00205960869037,0.0265,0.012,11.7252181695
955,0.048,0.0425,0.0275,0.047,0.01,0.037,0.013,0.0265,0.011,0.0352766342057,0.00225358956066,0.0475,0.0115,15.6535310695
956,0.0185,0.048,0.0135,0.011,0.0235,0.045,0.02,0.0255,0.0195,0.0560631417522,0.00232457733416,0.013,0.0465,24.1175636226
957,0.0385,0.01,0.014,0.046,0.0315,0.036,0.015,0.041,0.0355,0.0156076650156,0.00211481740958,0.0215,0.025,7.38014778244
958,0.0375,0.014,0.025,0.041,0.041,0.0175,0.0405,0.035,0.0165,0.0279685206941,0.00238201561284,0.028,0.0295,11.7415354221
959,0.0305,0.036,0.0115,0.015,0.02,0.013,0.0295,0.0485,0.0355,0.0184540719604,0.0023012440894,0.021,0.027,8.01917191027
960,0.0405,0.0165,0.025,0.025,0.014,0.014,0.0395,0.0335,0.022,0.042517179919,0.00260852152414,0.0215,0.0475,16.2993402683
961,0.011,0.024,0.019,0.0415,0.0435,0.0475,0.0325,0.0235,0.0245,0.03293750826,0.00217165860221,0.0105,0.0305,15.1669826125
962,0.0375,0.0275,0.019,0.041,0.0165,0.0175,0.0315,0.0105,0.033,0.0287661225186,0.00236478121625,0.035,0.024,12.164390651
963,0.0385,0.0205,0.0395,0.0315,0.014,0.0305,0.023,0.0115,0.0245,0.0364522019775,0.00197591314789,0.0165,0.022,18.4482815028
964,0.0415,0.021,0.015,0.0465,0.022,0.029,0.0455,0.0255,0.0415,0.0154144992936,0.00293809344003,0.048,0.019,5.24642922637
965,0.0415,0.0205,0.043,0.0455,0.0395,0.0195,0.0455,0.0385,0.0265,0.0301209172089,0.00274160293479,0.0295,0.028,10.9866081724
966,0.023,0.034,0.026,0.0465,0.043,0.0205,0.0175,0.0295,0.022,0.0398340205293,0.00248875421107,0.039,0.0405,16.0056064806
967,0.0395,0.03,0.044,0.021,0.015,0.048,0.014,0.037,0.016,0.048264128218,0.00233947363328,0.025,0.034,20.6303364703
968,0.0365,0.023,0.039,0.048,0.019,0.025,0.031,0.0205,0.0105,0.0321764706626,0.00201909229327,0.0285,0.0155,15.9361069179
969,0.0105,0.033,0.0145,0.012,0.024,0.049,0.0105,0.0345,0.024,0.0410016600765,0.00220907616296,0.0195,0.0435,18.5605461523
970,0.037,0.04,0.0275,0.033,0.0155,0.0295,0.035,0.041,0.0355,0.0441097620901,0.00299185923595,0.0335,0.045,14.7432611669
971,0.0235,0.038,0.0255,0.0405,0.0335,0.0395,0.0405,0.017,0.0465,0.019269648807,0.00301032080905,0.049,0.015,6.40119443384
972,0.0255,0.0435,0.044,0.015,0.04,0.0425,0.01,0.01,0.0155,0.0583030803041,0.00255659106611,0.0415,0.038,22.8050082303
973,0.039,0.0145,0.0485,0.048,0.017,0.0205,0.0405,0.0265,0.0245,0.0442837992869,0.00310371844117,0.0495,0.045,14.2679821402
974,0.0355,0.0275,0.028,0.047,0.0125,0.036,0.014,0.0275,0.039,0.0262432499189,0.00232068619683,0.0305,0.0235,11.3084009181
975,0.0125,0.0185,0.017,0.0485,0.012,0.049,0.0425,0.0445,0.035,0.0334835471741,0.00291324839665,0.027,0.0485,11.4935435003
976,0.041,0.031,0.0225,0.0495,0.021,0.032,0.044,0.043,0.0345,0.0192602319755,0.00241958938723,0.0115,0.014,7.96012417527
977,0.017,0.0165,0.0425,0.0125,0.0245,0.021,0.016,0.0225,0.012,0.0210423690163,0.00195503886687,0.0415,0.016,10.7631461312
978,0.0245,0.0145,0.0365,0.04,0.039,0.039,0.036,0.0245,0.0215,0.038933314229,0.00258738626289,0.03,0.0375,15.0473529165
979,0.0385,0.0465,0.03,0.032,0.0225,0.042,0.04,0.0205,0.029,0.0340261170665,0.00288910820907,0.0495,0.0155,11.7773771711
980,0.013,0.049,0.019,0.022,0.0245,0.048,0.0255,0.0345,0.027,0.0337776783183,0.00265231924652,0.0445,0.0285,12.7351480643
981,0.04,0.024,0.0255,0.0235,0.019,0.0295,0.047,0.0335,0.034,0.0273865662988,0.00298552711354,0.044,0.0295,9.17310922236
982,0.035,0.0385,0.0135,0.035,0.0135,0.048,0.016,0.0455,0.0385,0.0195115414769,0.00230180123024,0.026,0.017,8.47664047641
983,0.0465,0.021,0.027,0.035,0.0185,0.037,0.0155,0.016,0.033,0.0412237459369,0.00269025991063,0.0445,0.0375,15.3233320595
984,0.014,0.0335,0.018,0.019,0.037,0.0315,0.037,0.0395,0.0225,0.0168052361636,0.00202467394436,0.0115,0.014,8.30021851687
985,0.0295,0.0445,0.0185,0.023,0.033,0.014,0.0125,0.0235,0.012,0.0523219288145,0.00258229737597,0.047,0.047,20.2617751547
986,0.017,0.0375,0.0455,0.036,0.0225,0.0185,0.033,0.048,0.033,0.0229036640704,0.00239866164911,0.0195,0.023,9.54851805751
987,0.037,0.0235,0.04,0.046,0.03,0.024,0.044,0.043,0.0285,0.0416980478418,0.0028505033585,0.0195,0.0435,14.628310371
988,0.042,0.0395,0.04,0.038,0.02,0.041,0.0235,0.0245,0.0305,0.0545825932232,0.00284026219788,0.0345,0.042,19.2174487496
989,0.0325,0.0405,0.015,0.022,0.0365,0.019,0.0465,0.037,0.0135,0.0293701505969,0.00221129852706,0.0145,0.019,13.2818568988
990,0.04,0.027,0.028,0.01,0.027,0.046,0.0385,0.027,0.0145,0.0558813064527,0.00290450516852,0.0355,0.047,19.2395272896
991,0.0185,0.0275,0.024,0.027,0.0415,0.0165,0.046,0.0445,0.031,0.0186017694914,0.00282125719358,0.04,0.03,6.59343271991
992,0.0345,0.039,0.029,0.0375,0.0175,0.023,0.026,0.028,0.034,0.0467676351581,0.00265011946225,0.0255,0.044,17.6473686656
993,0.041,0.0105,0.0285,0.0475,0.012,0.024,0.0405,0.042,0.0105,0.02920624007,0.0022313123427,0.0235,0.0275,13.0892656806
994,0.031,0.035,0.0455,0.013,0.039,0.0205,0.043,0.0175,0.0225,0.0423300995434,0.00249837217909,0.0195,0.0275,16.9430719321
995,0.0165,0.019,0.0265,0.0105,0.0195,0.029,0.0265,0.0465,0.0405,0.00155595176336,0.00255878019585,0.0445,0.016,0.608083400787
996,0.047,0.0245,0.0315,0.04,0.0155,0.041,0.022,0.039,0.019,0.0531281849329,0.00250431212664,0.018,0.0465,21.2146818153
997,0.023,0.027,0.0435,0.0485,0.0445,0.045,0.0125,0.0175,0.032,0.0245374589347,0.00220706250147,0.031,0.0125,11.1177000735
998,0.01,0.04,0.0495,0.024,0.012,0.0305,0.03,0.016,0.041,0.051125497128,0.00283377197489,0.022,0.0475,18.0415000152
999,0.0475,0.027,0.04,0.0165,0.022,0.034,0.0215,0.0495,0.016,0.0312564771645,0.00265120116486,0.049,0.0245,11.7895531953
1000,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0987325487431,0.00754156410131,0.0909090909091,0.0909090909091,13.0917867191
